drug_id,drug_name,drug_synonyms,status,type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,moa,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,created_at,updated_at
RDC00809,[68Ga]Ga-DOTA-ALB-03,68Ga-DOTA-ALB-03,Preclinical,Diagnosis,40177850,10.1158/1535-7163.MCT-24-1108,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCOCCOCCOCCOCCOCCOCCNC(C(CCCCNC(C[N@]45CC[N]6(CC[N@@](CC(O7)=O)8CC[N@](C9)%10CC5)CC(O[68Ga+3]48%1076OC9=O)=O)=O)NC(CCCC%11=CC=C(C=C%11)I)=O)=O)=O)=O)=O,DSTR00809,,,,"[68Ga]Ga-DOTA-ALB-03 is labeled with gallium-68, targets albumin-binding sites, and enables precise PET imaging and localization of lesions by reflecting tumor microenvironment.",,,,,,
RDC00810,[177Lu]Lu-DOTA-ALB-01,177Lu-DOTA-ALB-01,Preclinical,Treatment,40177850,10.1158/1535-7163.MCT-24-1108,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(C(CCCCNC(CCOCCOCCOCCOCCOCCOCCNC(C[N]45CC[N@]6(CC[N](C7)8CC[N](CC(O9)=O)%10CC5)CC(O[177Lu+3]68%1094OC7=O)=O)=O)=O)NC(C(C%11=CC=C(C=C%11)CC(C)C)C)=O)=O)=O)=O,DSTR00810,,,,"[177Lu]Lu-DOTA-ALB-01 is labeled with lutetium-177, targets albumin-binding sites, and delivers targeted radionuclide therapy for tumor microenvironment.",,,,,,
RDC00811,[177Lu]Lu-DOTA-ALB-02,177Lu-DOTA-ALB-02,Preclinical,Treatment,40177850,10.1158/1535-7163.MCT-24-1108,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(C(CCCCNC(CCOCCOCCOCCOCCOCCOCCNC(C[N]45CC[N@]6(CC[N@](C7)8CC[N@](CC(O9)=O)%10CC5)CC(O[177Lu+3]68%1094OC7=O)=O)=O)=O)NC(CCCC%11=CC=C(C=C%11)I)=O)=O)=O)=O,DSTR00811,,,,"[177Lu]Lu-DOTA-ALB-02 is labeled with lutetium-177, targets albumin-binding sites, and delivers targeted radionuclide therapy for tumor microenvironment.",,,,,,
RDC00812,[177Lu]Lu-DOTA-ALB-03,177Lu-DOTA-ALB-03,Preclinical,Treatment,40177850,10.1158/1535-7163.MCT-24-1108,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)NC(CCOCCOCCOCCOCCOCCOCCNC(C(CCCCNC(C[N@]45CC[N]6(CC[N@@](CC(O7)=O)8CC[N@](C9)%10CC5)CC(O[177Lu+3]48%1076OC9=O)=O)=O)NC(CCCC%11=CC=C(C=C%11)I)=O)=O)=O)=O)=O,DSTR00812,,,,"[177Lu]Lu-DOTA-ALB-03 is labeled with lutetium-177, targets albumin-binding sites, and delivers targeted radionuclide therapy for tumor microenvironment.",,,,,,
RDC00813,[18F]AlF-NOTA-E-(FAPI)2,18F-1,Preclinical,Diagnosis,39736080,10.1021/acs.molpharmaceut.4c01080,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)OCCCNC(CCC(C(NCCCOC4=C5C(C(C(NCC(N6CC(F)(C[C@H]6C#N)F)=O)=O)=CC=N5)=CC=C4)=O)NC(C[N]78CC[N]9(C%10)CC[N@@]%11(CC(O[[AlF]2+]9%118OC%10=O)=O)CC7)=O)=O)=O)=O,DSTR00813,CHEMBL265188,,,"[18F]F-1 (FAP) is an F-18-labeled diagnostic radiopharmaceutical targeting fibroblast activation protein (FAP), indicated for the PET/CT imaging diagnosis of FAP-expressing solid tumors.",,,,,,
RDC00814,[64Cu]Cu-2,64Cu-DOTA-E-(FAPI)2,Preclinical,Diagnosis,39736080,10.1021/acs.molpharmaceut.4c01080,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)OCCCNC(CCC(C(NCCCOC4=C5C(C(C(NCC(N6CC(F)(C[C@H]6C#N)F)=O)=O)=CC=N5)=CC=C4)=O)NC(C[N@]78CC[N@]9(CC[N](C%10)%11CC[N](CC(O)=O)%12CC8)CC(O[64Cu+2]97%11%12OC%10=O)=O)=O)=O)=O)=O,DSTR00814,,,,"[64Cu]Cu-2 (FAP) is a Cu-64-labeled diagnostic radiopharmaceutical targeting fibroblast activation protein (FAP), indicated for the PET/CT imaging diagnosis of FAP-expressing solid tumors.",,,,,,
RDC00815,[68Ga]Ga-3,68Ga-DOTA-E-(FAPI)2,Preclinical,Diagnosis,39736080,10.1021/acs.molpharmaceut.4c01080,FC(F)(C[C@H]1C#N)CN1C(CNC(C2=CC=NC3=C(C=CC=C23)OCCCNC(CCC(C(NCCCOC4=C5C(C(C(NCC(N6CC(F)(C[C@H]6C#N)F)=O)=O)=CC=N5)=CC=C4)=O)NC(C[N@]78CC[N@]9(CC[N](C%10)%11CC[N](CC(O)=O)%12CC8)CC(O[68Ga+3]97%11%12OC%10=O)=O)=O)=O)=O)=O,DSTR00815,,,,"[68Ga]Ga-3 (FAP) is a Ga-68-labeled diagnostic radiopharmaceutical target fibroblast activation protein (FAP), indicated for the PET/CT imaging diagnosis of FAP-expressing solid tumors.",,,,,,
RDC00816,[99mTc]Tc-AFN01,99mTc-AFN01,Preclinical,Diagnosis,40810148,10.1021/acsptsci.5c00256,,DSTR00816,,,,"[99mTc]Tc-AFN01 is labeled with technetium-99m, targets fibroblast activation protein (FAP), and enables precise SPECT imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.",,,,,,
RDC00817,[99mTc]Tc-AFN05,99mTc-AFN05,Preclinical,Diagnosis,40810148,10.1021/acsptsci.5c00256,,DSTR00817,,,,"[99mTc]Tc-AFN05 is labeled with technetium-99m, targets fibroblast activation protein (FAP), and enables precise SPECT imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.",,,,,,
RDC00818,[99mTc]Tc-AFN13,99mTc-AFN13,Preclinical,Diagnosis,40810148,10.1021/acsptsci.5c00256,,DSTR00818,,,,"[99mTc]Tc-AFN13 is labeled with technetium-99m, targets fibroblast activation protein (FAP), and enables precise SPECT imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.",,,,,,
RDC00820,[68Ga]Ga-SMIC-3002,68Ga-SMIC-3002,Phase 1,Diagnosis,38954733,10.1021/acs.bioconjchem.4c00214,CN(C1=CC=[N+](C2=C1)C(C)=CC=C2C(NCC(N3CC(F)(C[C@]3(C#N)[H])F)=O)=O)CCCN4CCN(CC4)C(C[N@@]5(CC[N@@](CC[N@@](CC6)7CC(O8)=O)9C%10)CC[N]%116CC(O[68Ga+3]%119785OC%10=O)=O)=O,DSTR00820,,,,"[68Ga]Ga-SMIC-3002 is labeled with gallium-68, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Excretion occurs through both liver and kidney pathways.",,,,,,
RDC00821,[18F]F-21,[18F]21,Preclinical,Diagnosis,36864362,10.1007/s00259-023-06169-5,OC(CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)C(C(O)=O)CCC(N[C@H](C(N[C@@H]2CC[C@H](CC2)C(NCCCOC3=CC=C(C4=C3)N=CC=C4C(NCC(N5CC(F)(C[C@]5(C#N)[H])F)=O)=O)=O)=O)CNC(C6=CC=C(C=C6)[Si]([18F])(C(C)(C)C)C(C)(C)C)=O)=O)=O,DSTR00821,,,,"[18F]F-21[natLu]Lu-LuFL is labeled with fluorine-18 and natural lutetium via LuFL chelator system, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Mainly excreted through the liver.",,,,,,
RDC00822,[177Lu]Lu-FL,177Lu-FL,Preclinical,Treatment,36864362,10.1007/s00259-023-06169-5,CC(C)(C)[Si](F)(C(C)(C)C)C(C=C1)=CC=C1C(NC[C@@H](C(N[C@@H]2CC[C@H](CC2)C(NCCCOC3=CC=C(C4=C3)N=CC=C4C(NCC(N5CC(F)(C[C@]5(C#N)[H])F)=O)=O)=O)=O)NC(CCC(C(O6)=O)[N@@]7(CC[N](CC[N@](CC8)9CC(O%10)=O)%11C%12)CC[N]%138CC(O[177Lu+3]7%136%119%10OC%12=O)=O)=O)=O,DSTR00822,,,,"[177Lu]Lu-[natF]Lu-LuFL is labeled with lutetium-177, targets fibroblast activation protein (FAP), and delivers targeted radionuclide therapy by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Mainly excreted through the liver.",,,,,,
RDC00823,[177Lu]Lu-OncoFAP-23,177Lu-OncoFAP-23,Preclinical,Treatment,39266289,10.2967/jnumed.124.268200,FC(F)(C[C@]1(C#N)[H])CN1C(CNC(C2=CC=NC(C2=C3)=CC=C3NC(CCC(NCCNC(CCOCC(COCCC(NCCNC(CCC(NC4=CC=C(C5=C4)N=CC=C5C(NCC(N6CC(F)(C[C@]6(C#N)[H])F)=O)=O)=O)=O)=O)(COCCC(NCCNC(CCC(NC7=CC=C(C8=C7)N=CC=C8C(NCC(N9CC(F)(C[C@]9(C#N)[H])F)=O)=O)=O)=O)=O)NC(CCC(C(O%10)=O)[N@@]%11(CC[N](CC[N@](CC%12)%13C%14)%15CC(O%16)=O)CC[N]%17%12CC(O[177Lu+3]%17%11%10%15%16%13OC%14=O)=O)=O)=O)=O)=O)=O)=O,DSTR00823,,,,"[177Lu]Lu-OncoFAP-23 is labeled with lutetium-177, targets fibroblast activation protein (FAP), and delivers targeted radionuclide therapy by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Excretion through the kidneys and hepatobiliary system.",,,,,,
RDC00824,[177Lu]Lu-DOTAGA.Glu.(FAPi)₂,"177Lu-DOTAGA.Glu.(FAPi)₂, TLX400",Phase 0/1,Treatment,36980775,10.3390/cancers15061889,O=C(CNC(C1=CC=NC2=C1C=C(C=C2)OCCCCNC(CC[C@@H](C(NCCCCOC3=CC=C4C(C(C(NCC(N5CC(F)(C[C@H]5C#N)F)=O)=O)=CC=N4)=C3)=O)NC(CCC(C(O6)=O)[N]78CC[N]9(CC(O[177Lu+3]9%108%116%12OC%13=O)=O)CC[N@@]%10(C%13)CC[N@@]%12(CC(O%11)=O)CC7)=O)=O)=O)N%14CC(F)(C[C@@H]%14C#N)F,DSTR00824,,,,"[177Lu]Lu-DOTAGA.Glu.(FAPi)₂ is labeled with lutetium-177, as a FAPi dimer probe, and delivers targeted radionuclide therapy by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.",,,,,,
RDC00825,[68Ga]Ga-AAZTA-FAPI-46​​,68Ga-AAZTA-FAPI-46​​,Preclinical,Diagnosis,40762892,10.1186/s41181-025-00375-2,CN(CCCN1CCN(C(CCCCC2(N(CC(O3)=O)CC(O4)=O)C[N@@]5(C6)CC[N@@]7(CC(O[68Ga+3]7435OC6=O)=O)C2)=O)CC1)C8=CC=C9C(C(C(NCC(N%10CC(F)(C[C@@]%10(C#N)[H])F)=O)=O)=CC=N9)=C8,DSTR00825,,,,"[68Ga]Ga-AAZTA-FAPI-46 is labeled with gallium-68, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Mainly excreted through the kidneys.",,,,,,
RDC00826,[68Ga]Ga-LNC1013​​,Ga68-LNC1013,Phase 1,Diagnosis,40693443,10.1021/acsami.5c07340,O=C(CNC(C1=CC=NC2=C1C=C(C=C2)OCCNC(CCC(C(C[N@]34CC[N]5(CC(O[68Ga+3]65784OC9=O)=O)CC[N@]6(C9)CC[N@@]7(CC(O8)=O)CC3)=O)C(NCCOC%10=CC=C%11C(C(C(NCC(N%12CC(F)(C[C@H]%12C#N)F)=O)=O)=CC=N%11)=C%10)=O)=O)=O)N%13CC(F)(C[C@@H]%13C#N)F,DSTR00826,,,,"[68Ga]Ga-LNC1013 is labeled with gallium-68, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.",,,,,,
RDC00827,[177Lu]Lu-LNC1013,Lu177-LNC1013,Phase 1,Treatment,40693443,10.1021/acsami.5c07340,O=C(CNC(C1=CC=NC2=C1C=C(C=C2)OCCNC(CCC(C(C[N@]34CC[N]5(CC(O[177Lu+3]65784OC9=O)=O)CC[N@]6(C9)CC[N@@]7(CC(O8)=O)CC3)=O)C(NCCOC%10=CC=C%11C(C(C(NCC(N%12CC(F)(C[C@H]%12C#N)F)=O)=O)=CC=N%11)=C%10)=O)=O)=O)N%13CC(F)(C[C@@H]%13C#N)F,DSTR00827,,,,"[177Lu]Lu-LNC1013 is labeled with lutetium-177, targets fibroblast activation protein (FAP), and delivers targeted radionuclide therapy by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.",,,,,,
RDC00828,[68Ga]Ga-CY03,68Ga-CY03,Preclinical,Diagnosis,39488967,10.1016/j.ejmech.2024.117011,O=C(C[N@](CC[N@](CC[N](CC(O1)=O)2CC3)4C(CCC(NCCCC[C@H](C(O)=O)NC(CNC([C@H](CC5=CC=C(C=C5)C#N)NC(COC6=CC=CC7=C6N=CC=C7C(NCC(N8CC(F)(C[C@@H]8C#N)F)=O)=O)=O)=O)=O)=O)C(O9)=O)%10CC[N@]3%11C%12)O[68Ga+3]%10%114921OC%12=O,DSTR00828,,,,"[68Ga]Ga-CY03 is labeled with gallium-68, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Mainly excreted through the kidneys.",,,,,,
RDC00829,Al[18F]F-FAPI-42,Al18F-FAPI-42,Preclinical,Diagnosis,40886680,10.1016/j.ejmech.2025.118103,FC(F)(C[C@@H]1C#N)CN1C(CNC(C2=CC=NC3=C2C=CC=C3OCCCN(CC4)CCN4C(C[N]5(CC[N@](C6)7CC8)CC[N@@]98CC(O[[AlF]2+]597OC6=O)=O)=O)=O)=O,DSTR00829,,,,"Al[18F]F-FAPI-42 is labeled with aluminum-[18F]fluoride complex, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Dual pathway clearance of renal excretion and hepatic biliary excretion",,,,,,
RDC00830,[68Ga]Ga-LNC1004,68Ga-EB-FAPI,Phase 1,Diagnosis,38825657,10.1038/s41392-024-01853-w,,,,,,"[68Ga]Ga-LNC1004 is labeled with gallium-68, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Renal excretion is predominant.",,,,,,
RDC00831,[177Lu]Lu-LNC1004​​,177Lu-EB-FAPI,Phase 1,Treatment,38825657,10.1038/s41392-024-01853-w,,,,,,"[177Lu]Lu-LNC1004 is labeled with lutetium-177, targets fibroblast activation protein (FAP), and delivers targeted radionuclide therapy by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Renal excretion is predominant, liver excretion assists.",,,,,,
RDC00832,[111In]In-FAP-2286,111In-FAP-2286,Preclinical,Diagnosis,40236533,10.1021/acsmedchemlett.4c00630,CCCCCC(N[C@H](C(N1CCC[C@H]1C(N2CCC[C@H]2C(N3)=O)=O)=O)CSCC4=CC(CSCCNC(C[N@@]56CC[N@@]7(CC[N](CC[N](CC6)8CC(O9)=O)%10C%11)CC(O[111In+3]75%1089OC%11=O)=O)=O)=CC(CSC[C@H](NC([C@@H](NC([C@@H](NC([C@@H]3[C@H](O)C)=O)CCC(N)=O)=O)CC%12=CC=CC=C%12)=O)C(O)=O)=C4)=O,DSTR00832,,,,"[111In]In-FAP-2286 is labeled with indium-111, targets fibroblast activation protein (FAP), and enables precise SPECT/CT imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Excretion through the hepatic, biliary, and renal pathways",,,,,,
RDC00833,[111In]In-DOTAGA-FAP-2286,111In-DOTAGA-FAP-2286,Preclinical,Diagnosis,40236533,10.1021/acsmedchemlett.4c00630,CCCCCC(N[C@H](C(N1CCC[C@H]1C(N2CCC[C@H]2C(N3)=O)=O)=O)CSCC4=CC(CSCCNC(CCC(C(O5)=O)[N@]67CC[N]8(CC[N](CC[N@@](CC7)9CC(O%10)=O)%11C%12)CC(O[111In+3]8%119%1056OC%12=O)=O)=O)=CC(CSC[C@H](NC([C@@H](NC([C@@H](NC([C@@H]3[C@H](O)C)=O)CCC(N)=O)=O)CC%13=CC=CC=C%13)=O)C(O)=O)=C4)=O,DSTR00833,,,,"[111In]In-DOTAGA-FAP-2286 is labeled with indium-111, targets fibroblast activation protein (FAP), and enables precise SPECT/CT imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Excretion through the hepatic, biliary, and renal pathways",,,,,,
RDC00834,[111In]In-DOTAGA-FAP-2286-ALB,111In-DOTAGA-FAP-2286-ALB,Preclinical,Diagnosis,40236533,10.1021/acsmedchemlett.4c00630,O=C(CCC([N]12CC[N](CC[N@@](CC[N](CC1)3C4)5CC(O6)=O)7CC(O8)=O)C(O[111In+3]278563OC4=O)=O)N[C@H](C(N[C@@H](CCCCNC(CCCC9=CC=C(C=C9)I)=O)C(O)=O)=O)CCC(NCCSCC%10=CC(CSC[C@H](NC([C@@H](NC([C@@H](NC([C@@H]%11[C@H](O)C)=O)CCC(N)=O)=O)CC%12=CC=CC=C%12)=O)C(O)=O)=CC(CSC[C@@H](C(N%13CCC[C@H]%13C(N%14CCC[C@H]%14C(N%11)=O)=O)=O)NC(CCCCC)=O)=C%10)=O,DSTR00834,,,,"[111In]In-DOTAGA-FAP-2286-ALB is labeled with indium-111, conjugated with an albumin-binding moiety, targets fibroblast activation protein (FAP), and enables precise SPECT/CT imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Excretion through the hepatic, biliary, and renal pathways.",,,,,,
RDC00836,Al[18F]F-FAPI-74,[¹⁸F]AlF-FAPI-74,Phase 2,Diagnosis,39410013,10.3390/cancers16193393,O=C(C[N@@]12CC[N@@](CC(N3CCN(CCCOC4=CC5=C(C=C4)N=CC=C5C(NCC(N6CCC[C@@]6(C#N)[H])=O)=O)CC3)=O)7CC[N](CC1)8C9)O[[AlF]2+]278OC9=O,DSTR00836,,,,"[18F]F-FAPI-74 is directly labeled with fluorine-18, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer, colorectal cancer and other malignancies.mainly excreted through the urinary system.",,,,,,
RDC00837,Al[18F]F-NOTA-FAP-2286,Al18F-NOTA-FAP-2286,Preclinical,Diagnosis,39410013,10.3390/cancers16193393,CCCCCC(N[C@H](C(N1CCC[C@H]1C(N2CCC[C@H]2C(N3)=O)=O)=O)CSCC4=CC(CSCCNC(C[N@]56CC[N@]7(CC[N@@](CC6)8C9)CC(O[[AlF]2+]578OC9=O)=O)=O)=CC(CSC[C@H](NC([C@@H](NC([C@@H](NC([C@@H]3[C@H](O)C)=O)CCC(N)=O)=O)CC%10=CC=CC=C%10)=O)C(O)=O)=C4)=O,DSTR00837,,,,"Al[18F]F-NOTA-FAP-2286 is labeled with aluminum-[18F]fluoride, targets fibroblast activation protein (FAP), and enables precise PET imaging and localization of lesions by specifically binding to FAP overexpressed in the tumor stroma of pancreatic cancer and colorectal cancer.Mainly excreted through the kidneys.",,,,,,
RDC00838,[68Ga]Ga-AV01084,Bispecific PSMA/FAP-targeted tracer,Preclinical,Diagnosis,38398552,10.3390/molecules29040800,O=C(C[N]12CC[N@]3(CC(O[68Ga+3]23456OC7=O)=O)CC[N@@]6(C7)CC[N]4(CC(O5)=O)CC1)NCCCC[C@@H](C(NCC(NC[C@H]8CCC(CC8)C(N[C@H](C(NCCCC[C@@H](C(O)=O)NC(N[C@H](C(O)=O)CCC(O)=O)=O)=O)CC9=CC%10=C(C=CC=C%10)C=C9)=O)=O)=O)NC(CCC(N(CCN(C%11=CC(C(NCC(N%12[C@@H](CC(F)(C%12)F)C#N)=O)=O)=CC=N%11)C)C)=O)=O,DSTR00838,,,,"[68Ga]Ga-AV01084 is a PET imaging tracer labeled with gallium-68 (68Ga), targeting specific pathological proteins, enabling visualization of tumors such as glioma and breast cancer through selective binding to diseased tissues.excreted through the renal pathway.",,,,,,
RDC00839,[68Ga]Ga-AV01088,Bispecific PSMA/FAP-targeted tracer,Preclinical,Diagnosis,38398552,10.3390/molecules29040800,CN(CCN(C1=CC(C(NCC(N2[C@@H](CC(F)(C2)F)C#N)=O)=O)=CC=N1)C)C(CCC(NCCCC[C@@H](C(NCC(NC[C@@H]3CCC(C(N[C@H](C(NCCCC[C@@H](C(O)=O)NC(N[C@H](C(O)=O)CCC(O)=O)=O)=O)CC4=CC5=C(C=CC=C5)C=C4)=O)CC3)=O)=O)NC(C[N]67CC[N]8(CC(O[68Ga+3]89%10%117OC%12=O)=O)CC[N]9(CC(O%11)=O)CC[N]%10(C%12)CC6)=O)=O)=O,DSTR00839,,,,"[68Ga]Ga-AV01088 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer through specific binding to cancer-associated fibroblasts.excreted through the renal pathway.",,,,,,
RDC00840,[68Ga]Ga-HTK03041​,68Ga-HTK03041​,Phase 1,Diagnosis,38398552,10.3390/molecules29040800,,,,,,"[68Ga]Ga-HTK03041 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting prostate-specific membrane antigen (PSMA), enabling visualization of prostate cancer and its metastases through specific binding to tumor cells.",,,,,,
RDC00841,[177Lu]Lu-BiOncoFAP,177Lu-BiOncoFAP,Preclinical,Treatment,37734838,10.2967/jnumed.123.266007,O=C(C([N@]12CC[N]3(CC(O[177Lu+3]42356OC7=O)=O)CC[N]6(CC(O5)=O)CC[N]4(C7)CC1)CCC(C(CCCCNC(CCC(NC8=CC=CC9=C8N=CC=C9C(NCC(N%10[C@@H](CC(F)(C%10)F)C#N)=O)=O)=O)=O)NC(CCC(NC%11=CC=CC%12=C%11N=CC=C%12C(NCC(N%13[C@@H](CC(F)(C%13)F)C#N)=O)=O)=O)=O)=O)O,DSTR00841,,,,"[177Lu]Lu-BiOncoFAP is a radioligand therapy agent labeled with lutetium-177 (177Lu), and targeting fibroblast activation protein (FAP), enabling targeted radiotherapy of tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.Mainly excreted through the kidneys",,,,,,
RDC00842,[132/135La]La-FAP-2286,132/135La-FAP-2286,Preclinical,Diagnosis,40032959,10.1038/s41598-025-91716-3,CCCCCC(N[C@H](C(N1CCC[C@H]1C(N2CCC[C@H]2C(N3)=O)=O)=O)CSCC4=CC(CSCCNC(C[N@@]56CC[N@@]7(CC[N](CC[N](CC6)8CC(O9)=O)%10C%11)CC(O[La+3]75%1089OC%11=O)=O)=O)=CC(CSC[C@H](NC([C@@H](NC([C@@H](NC([C@@H]3[C@H](O)C)=O)CCC(N)=O)=O)CC%12=CC=CC=C%12)=O)C(O)=O)=C4)=O,DSTR00842,,,,"[132/135La]La-FAP-2286 is a radioligand labeled with lanthanum-132/135 (132/135La), and targeting fibroblast activation protein (FAP), enabling theranostic applications for tumors such as pancreatic cancer and breast cancer through specific binding to cancer-associated fibroblasts.the renal dominated excretion pathway",,,,,,
RDC00843,[68Ga]Ga-3-3,68Ga-3-3,Preclinical,Diagnosis,37390480,10.1021/acs.jmedchem.3c00259,O=C(CNC(C1=CC=NC2=C1C=C(C=C2)NC(CCOCCOCCOCCOCCOCCOCCNC(C[N@@]34CC[N@@]5(CC(O[68Ga+3]45678OC9=O)=O)CC[N@@]7(C9)CC[N]6(CC(O8)=O)CC3)=O)=O)=O)N%10CC(F)(C[C@@H]%10C#N)F,DSTR00843,,,,"[68Ga]Ga-3-3 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting integrin αvβ3, enabling visualization of tumors such as melanoma and lung cancer through specific binding to angiogenesis-related receptors.Renal excretion dominant",,,,,,
RDC00844,[68Ga]Ga-6-3,68Ga-6-3,Preclinical,Diagnosis,37390480,10.1021/acs.jmedchem.3c00259,O=C(CNC(C1=CC=NC2=C1C=C(C=C2)NC([C@H](CCCCNC(C[N]34CC[N]5(CC(O[68Ga+3]46578OC9=O)=O)CC[N@@]8(CC(O7)=O)CC[N@]6(C9)CC3)=O)NC(C%10=CC=CC=C%10)=O)=O)=O)N%11CC(F)(C[C@@H]%11C#N)F,DSTR00844,,,,"[68Ga]Ga-6-3 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting integrin αvβ3, enabling visualization of tumors such as glioma and lung cancer through specific binding to angiogenesis-related receptors.Dual pathway excretion of liver and kidney",,,,,,
RDC00845,[68Ga]Ga-8-1,68Ga-8-1,Preclinical,Diagnosis,37390480,10.1021/acs.jmedchem.3c00259,O=C(CNC(C1=CC=NC2=C1C=C(C=C2)NC([C@H](CCCCNC(CCOCCOCCOCCOCCOCCOCCNC(C[N]34CC[N]5(CC(O[68Ga+3]64785OC9=O)=O)CC[N]7(CC(O8)=O)CC[N]6(C9)CC3)=O)=O)NC(C%10=C%11C=CC=CC%11=CC=C%10)=O)=O)=O)N%12CC(F)(C[C@@H]%12C#N)F,DSTR00845,,,,"[68Ga]Ga-8-1 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting integrin αvβ3, enabling visualization of tumors such as breast cancer and melanoma through specific binding to angiogenesis-related receptors.Renal excretion dominant",,,,,,
RDC00846,[68Ga]Ga-PNT6522,68Ga-PNT6522,Preclinical,Diagnosis,38050111,10.2967/jnumed.123.266345,O=C(O1)C[N@]2(CC[N@@](C3)4CC[N@@](CC(NCC(NCC(N[C@@H](C(N[C@H](C(N5CCC[C@@H]5B(O)O)=O)C)=O)C(C)C)=O)=O)=O)6CC7)CC[N@@]87CC(O[68Ga+3]82461OC3=O)=O,DSTR00846,,,,"[68Ga]Ga-PNT6522 is a PET imaging tracer labeled with gallium-68 (68Ga), and targeting prostate-specific membrane antigen (PSMA), enabling visualization of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys",,,,,,
RDC00847,[177Lu]Lu-PNT6522,177Lu-PNT6522,Preclinical,Treatment,38050111,10.2967/jnumed.123.266345,O=C(O1)C[N@]2(CC[N@@](C3)4CC[N@@](CC(NCC(NCC(N[C@@H](C(N[C@H](C(N5CCC[C@@H]5B(O)O)=O)C)=O)C(C)C)=O)=O)=O)6CC7)CC[N@@]87CC(O[177Lu+3]24618OC3=O)=O,DSTR00847,,,,"[177Lu]Lu-PNT6522 is a radioligand therapy agent labeled with lutetium-177 (177Lu), and targeting prostate-specific membrane antigen (PSMA), enabling targeted radiotherapy of prostate cancer and its metastases through specific binding to tumor cells.Mainly excreted through the kidneys.",,,,,,
