reference_id,title,journal,publication_date,volume,issue,pages,doi,pmid,url,notes,created_at,updated_at
RE01286,ImmunoPET imaging of multiple myeloma with [68Ga]Ga-NOTA-Nb1053,European journal of nuclear medicine and molecular imaging,2021-02-05,48,9,2749-2760,10.1007/s00259-021-05218-1,,https://doi.org/10.1007/s00259-021-05218-1,,,
RE01287,First-in-Humans Evaluation of Safety and Dosimetry of 64Cu-LLP2A for PET Imaging,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine ",2022-08-25,64,2,320-328,10.2967/jnumed.122.264349,36008121,https://doi.org/10.2967/jnumed.122.264349,,,
RE01288,Ex Vivo and In Vivo Evaluation of Overexpressed VLA-4 in Multiple Myeloma Using LLP2A Imaging Agents,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2016-01-07,57,4,640-5,10.2967/jnumed.115.164624,26742713,https://doi.org/10.2967/jnumed.115.164624,,,
RE01289,PET imaging of very late antigen-4 in melanoma: comparison of 68Ga- and 64Cu-labeled NODAGA and CB-TE1A1P-LLP2A conjugates,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2014-09-25,55,11,1856-63,10.2967/jnumed.114.144881,25256059,https://doi.org/10.2967/jnumed.114.144881,,,
RE01290,Evaluation of (68)Ga- and (177)Lu-DOTA-PEG4-LLP2A for VLA-4-Targeted PET Imaging and Treatment of Metastatic Melanoma,Molecular pharmaceutics,2015-05-08,12,6,1929-38,10.1021/mp5006917,25919487,https://doi.org/10.1021/mp5006917,,,
RE01291,Albumin-Binding Lutetium-177-Labeled LLP2A Derivatives as Theranostics for Melanoma,Molecular pharmaceutics,2024-04-29,21,6,2960-2969,10.1021/acs.molpharmaceut.4c00095,38680059,https://doi.org/10.1021/acs.molpharmaceut.4c00095,,,
RE01292,Effect of Click Chemistry Linkages on the Biological Behavior of Albumin-Binding 177Lu-DOTAGA-pIBA-LLP2A Analogues Targeting Melanoma,Bioconjugate chemistry,2025-08-15,36,9,2002-2012,10.1021/acs.bioconjchem.5c00277,40815685,https://doi.org/10.1021/acs.bioconjchem.5c00277,,,
RE01293,"Comparison of two cross-bridged macrocyclic chelators for the evaluation of 64Cu-labeled-LLP2A, a peptidomimetic ligand targeting VLA-4-positive tumors",Nuclear medicine and biology,2012-12-23,40,2,245-51,10.1016/j.nucmedbio.2012.10.010,23265977,https://doi.org/10.1016/j.nucmedbio.2012.10.010,,,
RE01294,Comparison of Al18F- and 68Ga-labeled NOTA-PEG4-LLP2A for PET imaging of very late antigen-4 in melanoma,Journal of biological inorganic chemistry : JBIC : a publication of the Society of Biological Inorganic Chemistry,2019-11-19,25,1,99-108,10.1007/s00775-019-01742-6,31745667,https://doi.org/10.1007/s00775-019-01742-6,,,
RE01295,"CD8-Targeted PET Imaging of Tumor-Infiltrating T Cells in Patients with Cancer: A Phase I First-in-Humans Study of 89Zr-Df-IAB22M2C, a Radiolabeled Anti-CD8 Minibody","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2026-05-22,63,5,720-726,10.2967/jnumed.121.262485,34413145,https://doi.org/10.2967/jnumed.121.262485,,,
RE01296,Evaluation of a Radio-IMmunoStimulant (RIMS) in a Syngeneic Model of Murine Prostate Cancer and ImmunoPET Analysis of T-cell Distribution,Molecular pharmaceutics,2022-07-27,19,9,3217-3227,10.1021/acs.molpharmaceut.2c00361,35895995,https://doi.org/10.1021/acs.molpharmaceut.2c00361,,,
RE01297,Whole-body CD8+ T cell visualization before and during cancer immunotherapy: a phase 1/2 trial,Nature medicine,2022-12-05,28,12,2601-2610,10.1038/s41591-022-02084-8,36471036,https://doi.org/10.1038/s41591-022-02084-8,,,
RE01299,In vivo imaging of CD8+ T cells in metastatic cancer patients: first clinical experience with simultaneous [89Zr]Zr-Df-IAB22M2C PET/MRI,Theranostics,2023-04-17,13,8,2408-2423,10.7150/thno.79976,,https://doi.org/10.7150/thno.79976,,,
RE01300,CS1-specific single-domain antibodies labeled with Actinium-225 prolong survival and increase CD8+ T cells and PD-L1 expression in Multiple Myeloma,Oncoimmunology,2021-11-09,10,1,2000699,10.1080/2162402x.2021.2000699,34777918,https://doi.org/10.1080/2162402x.2021.2000699,,,
RE01301,The Biodistribution of a CD3 and EpCAM Bispecific T-Cell Engager Is Driven by the CD3 Arm,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2020-04-13,61,11,1594-1601,10.2967/jnumed.120.241877,32284393,https://doi.org/10.2967/jnumed.120.241877,,,
RE01302,Longitudinal evaluation of the biodistribution and cellular internalization of the bispecific CD3xTRP1 antibody in syngeneic mouse tumor models,Journal for immunotherapy of cancer,2023-10-29,11,10,e007596,10.1136/jitc-2023-007596,37899133,https://doi.org/10.1136/jitc-2023-007596,,,
RE01303,Molecular Imaging of B7-H3-Targeting Bispecific T Cell-Engaging Antibody MGD009 in Glioblastoma Models,ACS applied materials & interfaces,2025-04-04,17,15,22384-22393,10.1021/acsami.5c01451,40183579,https://doi.org/10.1021/acsami.5c01451,,,
RE01304,99mTc-A1 as a Novel Imaging Agent Targeting Mesothelin-Expressing Pancreatic Ductal Adenocarcinoma,Cancers,2019-10-10,11,10,1531,10.3390/cancers11101531,31658755,https://doi.org/10.3390/cancers11101531,,,
RE01305,Immuno-PET imaging of tumor-infiltrating lymphocytes using zirconium-89 radiolabeled anti-CD3 antibody in immune-competent mice bearing syngeneic tumors,PloS one,2018-03-07,13,3,e0193832,10.1371/journal.pone.0193832,29513764,https://doi.org/10.1371/journal.pone.0193832,,,
RE01306,Preclinical radioimmunotargeting of folate receptor alpha using the monoclonal antibody conjugate DOTA-MORAb-003,Nuclear medicine and biology,2026-04-08,35,3,343-51,10.1016/j.nucmedbio.2007.12.008,18355690,https://doi.org/10.1016/j.nucmedbio.2007.12.008,,,
RE01307,"Effect of chelator conjugation level and injection dose on tumor and organ uptake of 111In-labeled MORAb-009, an anti-mesothelin antibody",Nuclear medicine and biology,2011-07-07,38,8,1119-27,10.1016/j.nucmedbio.2011.05.003,21741258,https://doi.org/10.1016/j.nucmedbio.2011.05.003,,,
RE01308,"Tumor and organ uptake of (64)Cu-labeled MORAb-009 (amatuximab), an anti-mesothelin antibody, by PET imaging and biodistribution studies",Nuclear medicine and biology,2015-07-29,42,11,880-6,10.1016/j.nucmedbio.2015.07.008,26307499,https://doi.org/10.1016/j.nucmedbio.2015.07.008,,,
RE01309,Radiolabeled humanized anti-CD3 monoclonal antibody visilizumab for imaging human T-lymphocytes,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2009-09-16,50,10,1683,10.2967/jnumed.108.059485,19759100,https://doi.org/10.2967/jnumed.108.059485,,,
RE01310,"First-in-Humans Imaging with 89Zr-Df-IAB22M2C Anti-CD8 Minibody in Patients with Solid Malignancies: Preliminary Pharmacokinetics, Biodistribution, and Lesion Targeting","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2019-10-04,61,4,512-519,10.2967/jnumed.119.229781,31586002,https://doi.org/10.2967/jnumed.119.229781,,,
RE01311,Imaging the distribution of an antibody-drug conjugate constituent targeting mesothelin with ⁸⁹Zr and IRDye 800CW in mice bearing human pancreatic tumor xenografts,Oncotarget,2015-12-08,6,39,42081-90,10.18632/oncotarget.5877,26536664,https://doi.org/10.18632/oncotarget.5877,,,
RE01312,Preclinical Evaluation of 89Zr-Df-IAB22M2C PET as an Imaging Biomarker for the Development of the GUCY2C-CD3 Bispecific PF-07062119 as a T Cell Engaging Therapy,Molecular imaging and biology,2021-06-18,23,6,941-951,10.1007/s11307-021-01621-0,34143379,https://doi.org/10.1007/s11307-021-01621-0,,,
RE01313,Comparison of a tetravalent single-chain antibody-streptavidin fusion protein and an antibody-streptavidin chemical conjugate for pretargeted anti-CD20 radioimmunotherapy of B-cell lymphomas,Blood,2006-07-01,108,1,328-36,10.1182/blood-2005-11-4327,16556891,https://doi.org/10.1182/blood-2005-11-4327,,,
RE01314,Preclinical evaluation of a humanized NR-LU-10 antibody-streptavidin fusion protein for pretargeted cancer therapy,Cancer biotherapy & radiopharmaceuticals,2004-07-05,16,2,109-23,10.1089/108497801300189209,11385958,https://doi.org/10.1089/108497801300189209,,,
RE01315,Noninvasive Evaluation of CD20 Expression Using 64Cu-Labeled F(ab')2 Fragments of Obinutuzumab in Lymphoma,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2020-08-21,62,3,372-378,10.2967/jnumed.120.246595,32826320,https://doi.org/10.2967/jnumed.120.246595,,,
RE01316,Targeted alpha immunotherapy of CD20-positive B-cell lymphoma model: dosimetry estimate of 225Ac-DOTA-rituximab using 64Cu-DOTA-rituximab,Annals of nuclear medicine,2021-04-03,35,5,639-647,10.1007/s12149-021-01607-6,33811601,https://doi.org/10.1007/s12149-021-01607-6,,,
RE01317,Targeted alpha immunotherapy of CD20-positive B-cell lymphoma model: dosimetry estimate of 225Ac-DOTA-rituximab using 64Cu-DOTA-rituximab,Annals of nuclear medicine,2021-04-03,35,5,639-647,10.1007/s12149-021-01607-6,33811601,https://doi.org/10.1007/s12149-021-01607-6,,,
RE01318,Evaluation of Next-Generation Anti-CD20 Antibodies Labeled with 89Zr in Human Lymphoma Xenografts,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2018-01-18,59,8,1219-1224,10.2967/jnumed.117.203299,29348316,https://doi.org/10.2967/jnumed.117.203299,,,
RE01319,Theranostic Radiolabeled Anti-CD20 sdAb for Targeted Radionuclide Therapy of Non-Hodgkin Lymphoma,Molecular cancer therapeutics,2017-10-20,16,12,2828-2839,10.1158/1535-7163.MCT-17-0554,29054987,https://doi.org/10.1158/1535-7163.MCT-17-0554,,,
RE01320,Radioimmunotherapy of B-cell lymphoma with radiolabelled anti-CD20 monoclonal antibodies,Clinical and experimental medicine,2006-03-01,6,1,,10.1007/s10238-006-0087-6,16550338,https://doi.org/10.1007/s10238-006-0087-6,,,
RE01321,Radioimmunotherapy for model B cell malignancies using 90Y-labeled anti-CD19 and anti-CD20 monoclonal antibodies,Leukemia,2002-01-24,16,1,22068,10.1038/sj.leu.2402320,11840264,https://doi.org/10.1038/sj.leu.2402320,,,
RE01322,"Preparation, Quality Control and Biodistribution Studies of two [111In]-Rituximab Immunoconjugates",,2020-12-02,,,,10.3797/scipharm.0804-07,,https://doi.org/10.3797/scipharm.0804-07,,,
RE01323,Myeloablative 131I-tositumomab radioimmunotherapy in treating non-Hodgkin's lymphoma: comparison of dosimetry based on whole-body retention and dose to critical organ receiving the highest dose,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2008-04-15,49,5,837-44,10.2967/jnumed.107.043190,18413376,https://doi.org/10.2967/jnumed.107.043190,,,
RE01324,177Lu-antibody conjugates for single-cell kill of B-lymphoma cells in vitro and for therapy of micrometastases in vivo,Nuclear medicine and biology,2005-04-01,32,3,269-78,10.1016/j.nucmedbio.2005.01.003,15820762,https://doi.org/10.1016/j.nucmedbio.2005.01.003,,,
RE01325,Targeted alpha therapy in vivo: direct evidence for single cancer cell kill using 149Tb-rituximab,European journal of nuclear medicine and molecular imaging,2004-01-14,31,4,547-54,10.1007/s00259-003-1413-9,14722680,https://doi.org/10.1007/s00259-003-1413-9,,,
RE01326,Phase I/II Dose-Escalation Study of Tositumomab and Iodine I 131 Tositumomab for Relapsed/Refractory Classical or Lymphocyte Predominant Hodgkin’s Lymphoma: Feasibility and Initial Safety,Blood,2008-11-16,112,11,3059,10.1182/blood.V112.11.3059.3059,,https://doi.org/10.1182/blood.V112.11.3059.3059,,,
RE01327,Radiolabeled anti-CD20 monoclonal antibodies for the treatment of B-cell lymphoma,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2002-08-15,20,16,3545-57,10.1200/JCO.2002.02.126,12177115,https://doi.org/10.1200/JCO.2002.02.126,,,
RE01328,Biokinetics and dosimetry of 188Re-anti-CD20 in patients with non-Hodgkin's lymphoma: preliminary experience,Archives of medical research,2007-10-15,39,1,100-9,10.1016/j.arcmed.2007.06.023,18068002,https://doi.org/10.1016/j.arcmed.2007.06.023,,,
RE01329,Direct antilymphoma effects on human lymphoma cells of monotherapy and combination therapy with CD20 and HLA-DR antibodies and 90Y-labeled HLA-DR antibodies,Clinical cancer research : an official journal of the American Association for Cancer Research,2005-10-01,11,19,7075-7079,10.1158/1078-0432.CCR-1004-0008,16203805,https://doi.org/10.1158/1078-0432.CCR-1004-0008,,,
RE01330,Evaluation of the binding of radiolabeled rituximab to CD20-positive lymphoma cells: an in vitro feasibility study concerning low-dose-rate radioimmunotherapy with the alpha-emitter 227Th,Cancer biotherapy & radiopharmaceuticals,2007-09-05,22,4,469-79,10.1089/cbr.2007.371,17803441,https://doi.org/10.1089/cbr.2007.371,,,
RE01331,"A phase I/II trial of iodine-131-tositumomab (anti-CD20), etoposide, cyclophosphamide, and autologous stem cell transplantation for relapsed B-cell lymphomas",Blood,2000-11-01,96,9,2934-42,,11049969,,,,
RE01332,Single-cell cytotoxicity with radiolabeled antibodies,Clinical cancer research : an official journal of the American Association for Cancer Research,2001-01-01,7,1,192-201,,11205908,,,,
RE01333,"Improved therapeutic results by pretargeted radioimmunotherapy of non-Hodgkin's lymphoma with a new recombinant, trivalent, anti-CD20, bispecific antibody",Cancer research,2008-07-01,68,13,5282-90,10.1158/0008-5472.CAN-08-0037,18593929,https://doi.org/10.1158/0008-5472.CAN-08-0037,,,
RE01334,186Rhenium-labeled anti-CD20 antibody radioimmunotherapy followed by autologous peripheral blood stem cell transplantation in patients with relapsed or refractory non-Hodgkin lymphoma,Blood,2004-02-01,103,3,1175,10.1182/blood-2003-10-3593,14729658,https://doi.org/10.1182/blood-2003-10-3593,,,
RE01335,Improved Responses and Cures with Less Hematologic Toxicity Using Anti-CD20 Bispecific Antibody Pretargeted Radionuclides Compared to Directly Radiolabeled IgG in a NHL Model,Blood,2007-11-16,110,11,2344,10.1182/blood.V110.11.2344.2344,15815716,https://doi.org/10.1182/blood.V110.11.2344.2344,,,
RE01336,Distribution and efficacy of ofatumumab and ocrelizumab in humanized CD20 mice following subcutaneous or intravenous administration,Frontiers in immunology,2022-07-28,13,,814064,10.3389/fimmu.2022.814064,35967378,https://doi.org/10.3389/fimmu.2022.814064,,,
RE01337,89Zr-labelled Obinutuzumab: a potential immuno-PET radiopharmaceutical,Journal of Radioanalytical and Nuclear Chemistry,2022-11-02,331,,5507-0016,10.1007/s10967-022-08614-5,,https://doi.org/10.1007/s10967-022-08614-5,,,
RE01338,A novel engineered anti-CD20 tracer enables early time PET imaging in a humanized transgenic mouse model of B-cell non-Hodgkins lymphoma,Clinical cancer research : an official journal of the American Association for Cancer Research,2013-10-04,19,24,20-Sep,10.1158/1078-0432.CCR-13-0626,24097872,https://doi.org/10.1158/1078-0432.CCR-13-0626,,,
RE01339,Ultra-low dose immunoPET using 64Cu-rituximab tracer for a human CD20 mouse model,Frontiers in medicine,2025-04-07,12,,1548132,10.3389/fmed.2025.1548132,40259986,https://doi.org/10.3389/fmed.2025.1548132,,,
RE01340,In vitro characterization of (177)Lu-radiolabelled chimeric anti-CD20 monoclonal antibody and a preliminary dosimetry study,European journal of nuclear medicine and molecular imaging,2009-04-07,36,9,1443-52,10.1007/s00259-009-1120-2,19350237,https://doi.org/10.1007/s00259-009-1120-2,,,
RE01341,"Phase I/II 90Y-Zevalin (yttrium-90 ibritumomab tiuxetan, IDEC-Y2B8) radioimmunotherapy dosimetry results in relapsed or refractory non-Hodgkin's lymphoma",European journal of nuclear medicine,2000-06-01,27,7,766-77,10.1007/s002590000276,10952488,https://doi.org/10.1007/s002590000276,,,
RE01342,Dosimetric Analysis of 90Y-Ibritumomab Tiuxetan (Zevalin®) Given as Consolidation of First Remission in Patients with Advanced-Stage Follicular Lymphoma in the International Phase 3 First-Line Indolent Trial (FIT),Blood,2007-11-16,110,11,3415,10.1182/blood.V110.11.3415.3415,19837764,https://doi.org/10.1182/blood.V110.11.3415.3415,,,
RE01343,"Synthesis and Preclinical Evaluation of (177)Lu-CHX-A""-DTPA-Rituximab as a Radioimmunotherapeutic Agent for Non-Hodgkin's Lymphoma",Cancer biotherapy & radiopharmaceuticals vol,2015-06-11,30,6,240-6,10.1089/cbr.2015.1836,26066665,https://doi.org/10.1089/cbr.2015.1836,,,
RE01344,Development of DOTA-Rituximab to be Labeled with 90Y for Radioimmunotherapy of B-cell Non-Hodgkin Lymphoma,Iranian journal of pharmaceutical research : IJPR,2005-07-09,16,2,619-629,,28979315,,,,
RE01345,Clinical Evaluation of 99mTc-Rituximab for Sentinel Lymph Node Mapping in Breast Cancer Patients,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2016-03-16,57,8,1214-20,10.2967/jnumed.115.160572,26985055,https://doi.org/10.2967/jnumed.115.160572,,,
RE01346,Targeted Alpha Therapy with 212Pb-NNV003 for the Treatment of CD37 Positive B-Cell Chronic Lymphocytic Leukemia (CLL) and Non-Hodgkin Lymphoma (NHL),Blood,2018-11-29,132,1,4422,10.1182/blood-2018-99-110297,,https://doi.org/10.1182/blood-2018-99-110297,,,
RE01347,Technetium-99m- or Cy7-Labeled Rituximab as an Imaging Agent for Non-Hodgkin Lymphoma,Oncology,2017-02-15,92,4,229-242,10.1159/000452419,28196364,https://doi.org/10.1159/000452419,,,
RE01348,Preparation and quality control of 166Ho-DTPA-antiCD20 for radioimmunotherapy,,2010-10-18,99,,237-242,10.1524/ract.2011.1826,,https://doi.org/10.1524/ract.2011.1826,,,
RE01349,LYMRIT 37-01: A Phase I/II Study of 177lu-Lilotomab Satetraxetan (Betalutin®) Antibody-Radionuclide-Conjugate (ARC) for the Treatment of Relapsed Non-Hodgkin's Lymphoma (NHL) — Analysis with 6-Month Follow-up,Blood,2018-11-29,132,1,2879,10.1182/blood-2018-99-110555,,https://doi.org/10.1182/blood-2018-99-110555,,,
RE01350,Combination of 177lutetium-Satetraxetan-Lilotomab and Rituximab Results in Improved Therapeutic Effect in Preclinical Models of Non-Hodgkin Lymphoma,Blood,2016-12-02,128,22,4189,10.1182/blood.V128.22.4189.4189,15361313,https://doi.org/10.1182/blood.V128.22.4189.4189,,,
RE01351,Imaging B Cells in a Mouse Model of Multiple Sclerosis Using 64Cu-Rituximab PET,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2017-07-07,58,11,1845-1851,10.2967/jnumed.117.189597,28687602,https://doi.org/10.2967/jnumed.117.189597,,,
RE01352,Radiolabeling of rituximab with (188)Re and (99m)Tc using the tricarbonyl technology,Nuclear medicine and biology,2010-09-22,38,1,19-28,10.1016/j.nucmedbio.2010.05.010,21220126,https://doi.org/10.1016/j.nucmedbio.2010.05.010,,,
RE01353,Targeted alpha-therapy using [Bi-213]anti-CD20 as novel treatment option for radio- and chemoresistant non-Hodgkin lymphoma cells,Oncotarget,2013-02-24,4,2,218-30,10.18632/oncotarget.817,,https://doi.org/10.18632/oncotarget.817,,,
RE01354,89Zr-ImmunoPET Shows Therapeutic Efficacy of Anti-CD20-IFNα Fusion Protein in a Murine B-cell Lymphoma Model,Molecular cancer therapeutics,2022-04-01,21,4,607-615,10.1158/1535-7163.MCT-21-0732,35086952,https://doi.org/10.1158/1535-7163.MCT-21-0732,,,
RE01355,Treatment with 177 lu-HH1 Increases CD20 Expression in Non-Hodgkin Lymphoma Cells in Vitro and In Vivo,Blood,2015-12-03,126,23,3245,10.1182/blood.V126.23.3245.3245,,https://doi.org/10.1182/blood.V126.23.3245.3245,,,
RE01356,Targeted α-Therapy Using 225Ac Radiolabeled Single-Domain Antibodies Induces Antigen-Specific Immune Responses and Instills Immunomodulation Both Systemically and at the Tumor Microenvironment,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2023-04-13,64,5,751-758,10.2967/jnumed.122.264752,37055223,https://doi.org/10.2967/jnumed.122.264752,,,
RE01357,Astatine-211 Conjugated To Anti-CD20 Monoclonal Antibody Eliminates B-Cell Lymphoma In a Mouse Model,Blood,2013-11-15,122,21,4415,10.1182/blood.V122.21.4415.4415,25628467,https://doi.org/10.1182/blood.V122.21.4415.4415,,,
RE01358,Conventional and pretargeted radioimmunotherapy using bismuth-213 to target and treat non-Hodgkin lymphomas expressing CD20: a preclinical model toward optimal consolidation therapy to eradicate minimal residual disease,Blood,2010-08-11,116,20,Sep-31,10.1182/blood-2010-05-282327,20702781,https://doi.org/10.1182/blood-2010-05-282327,,,
RE01359,Astatine-211 conjugated to an anti-CD20 monoclonal antibody eradicates disseminated B-cell lymphoma in a mouse model,Blood,2015-01-27,125,13,11-Sep,10.1182/blood-2014-11-612770,25628467,https://doi.org/10.1182/blood-2014-11-612770,,,
RE01360,Preparation & in vitro evaluation of ⁹⁰Y-DOTA-rituximab,The Indian journal of medical research,2013-10-23,143,1,57-65,10.4103/0971-5916.178593,26997015,https://doi.org/10.4103/0971-5916.178593,,,
RE01361,"Anti-CD22 90Y-epratuzumab tetraxetan combined with anti-CD20 veltuzumab: a phase I study in patients with relapsed/refractory, aggressive non-Hodgkin lymphoma",Haematologica,2014-08-22,99,11,1738-45,10.3324/haematol.2014.112110,25150258,https://doi.org/10.3324/haematol.2014.112110,,,
RE01362,[177Lu]DOTA-anti-CD20: labeling and pre-clinical studies,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2011-01-26,69,7,924-8,10.1016/j.apradiso.2011.01.026,21474325,https://doi.org/10.1016/j.apradiso.2011.01.026,,,
RE01363,Preclinical Aspects of [89Zr]Zr-DFO-Rituximab: A High Potential Agent for Immuno-PET Imaging,Current radiopharmaceuticals,2024-10-24,18,2,131-140,10.2174/0118744710326742241018050220,39449341,https://doi.org/10.2174/0118744710326742241018050220,,,
RE01364,Synthesis and Preliminary Assessment of 99m tc-HYNIC Fab´s (Rituximab) for Non-Hodgkin Lymphoma Diagnosis,Blood,2014-12-06,124,21,5373,10.1182/blood.V124.21.5373.5373,,https://doi.org/10.1182/blood.V124.21.5373.5373,,,
RE01365,Evaluation of Candidate Theranostics for 227Th/89Zr Paired Radioimmunotherapy of Lymphoma,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2023-05-04,64,7,1062-1068,10.2967/jnumed.122.264979,37142300,https://doi.org/10.2967/jnumed.122.264979,,,
RE01367,Structure-guided design and clinical evaluation of 68Ga-GP01 for FAP-targeted PET imaging in solid tumors,J Control Release,2026-01-10,389,,114475,10.1016/j.jconrel.2025.114475,41325906,https://doi.org/10.1016/j.jconrel.2025.114475,,,
RE01368,"Preclinical Development of 3BP-3940, a Fibroblast Activation Protein-Targeted Cyclic Peptide-Based Radiotheranostic for Imaging and Therapy",J Nucl Med,2026-01-22,,,,10.2967/jnumed.125.271452,41571429,https://doi.org/10.2967/jnumed.125.271452,,,
RE01369,A novel bivalent albumin binder for enhanced tumor retention of a fibroblast activation protein-targeted radioligand,Chem Commun (Camb),2025-11-27,61,96,19072-19075,10.1039/d5cc05231a,41200914,https://doi.org/10.1039/d5cc05231a,,,
RE01370,Linker-Driven Breakthrough: Design of a Novel Linker for Enhanced Theranostic Performance of FAPI Trimer,J Med Chem,2025-12-25,68,24,25981-25993,10.1021/acs.jmedchem.5c01873,41349041,https://doi.org/10.1021/acs.jmedchem.5c01873,,,
RE01371,Development of novel 18F-labelled FAP-targeting tracers with improved pharmacokinetics: From preclinical optimization to clinical translation,Eur J Med Chem,2025-12-15,300,,118152,10.1016/j.ejmech.2025.118152,40945320,https://doi.org/10.1016/j.ejmech.2025.118152,,,
RE01372,Development and Evaluation of [68Ga]Ga-FAPI-A1 as a Novel Radiotracer Targeting Fibroblast Activation Protein,Mol Pharm,2026-02-02,23,2,905-915,10.1021/acs.molpharmaceut.5c01307,41476091,https://doi.org/10.1021/acs.molpharmaceut.5c01307,,,
RE01373,"Structure-Property Investigation of New ""KetoFAPI"" Inhibitors of Fibroblast Activation Protein (FAP): Discovery of Highly Potent, Selective Compounds with Prolonged Residence Times and Promising Radiotheranostic Potential",J Med Chem,2025-10-23,68,20,21739-21765,10.1021/acs.jmedchem.5c02102,41086263,https://doi.org/10.1021/acs.jmedchem.5c02102,,,
RE01374,Synthesis and Evaluation of Novel 99mTc-Labeled Fibroblast Activation Protein Inhibitors Containing Cyclohexane as Promising Tumor Tracers,Mol Pharm,2025-11-03,22,11,7121-7131,10.1021/acs.molpharmaceut.5c01199,41071952,https://doi.org/10.1021/acs.molpharmaceut.5c01199,,,
RE01375,A Dual-Targeted Molecule for Disease-Activatable Proteolysis Targeting Chimeras and Targeted Radionuclide Therapy of Cancer,J Am Chem Soc,2025-03-05,147,9,7897-7907,10.1021/jacs.4c18398,39989465,https://doi.org/10.1021/jacs.4c18398,,,
RE01376,10P3Me: A GPC3-Targeted Peptide PET Probe for Subcutaneous and Orthotopic HCC Imaging,Journal of Medicinal Chemistry,2025-09-08,68,,19714−19725,10.1021/acs.jmedchem.5c02081,40916346,https://doi.org/10.1021/acs.jmedchem.5c02081,,,
RE01377,Novel ImmunoPET Probes [64Cu]Cu-NOTA-GGB02-F9 for Small-Cell Lung Cancer Derived from a SEZ6-Targeting Antibody,Journal of Medicinal Chemistry,2026-01-09,,,2968–2975,10.1021/acs.jmedchem.5c02806,,https://doi.org/10.1021/acs.jmedchem.5c02806,,,
RE01378,Revitalizing PI3K Inhibitors for PET/CT Imaging and Radionuclide Therapy of Multiple Cancers,Journal of Medicinal Chemistry,2026-01-16,,,3519–3536,10.1021/acs.jmedchem.5c03583,,https://doi.org/10.1021/acs.jmedchem.5c03583,,,
RE01379,"Design, Synthesis, and Preclinical Evaluation of Inhibitor-Based Radiotracers for Potential Application in Monitoring CDK4/6 Expression",Journal of Medicinal Chemistry,2026-01-09,,,3315–3330,10.1021/acs.jmedchem.5c03163,41575830,https://doi.org/10.1021/acs.jmedchem.5c03163,,,
RE01380,Quinoline/Naphthalene-Embedded PSMA Probes for Precise PET Imaging with Minimized Undesired Retention,Journal of Medicinal Chemistry,2026-01-13,,,2954–2967,10.1021/acs.jmedchem.5c02804,41562718,https://doi.org/10.1021/acs.jmedchem.5c02804,,,
RE01382,A Macrophage-Specific PET Tracer for Grading Acute Liver Injury,Journal of Medicinal Chemistry,2026-01-06,,,3138–3147,10.1021/acs.jmedchem.5c03042,41529265,https://doi.org/10.1021/acs.jmedchem.5c03042,,,
RE01383,"Design, Synthesis, and Evaluation of 99mTc-Labeled Aminoadipic Acid-Urea-Lysine (AuK) as a Novel SPECT Tracer Targeting PSMA",Journal of Medicinal Chemistry,2025-12-26,,,5887–5900,10.1021/acs.jmedchem.5c03275,41469241,https://doi.org/10.1021/acs.jmedchem.5c03275,,,
RE01384,Claudin 18.2 as a Biomarker for Imaging and Radiopharmaceutical Therapy in Gastric and Pancreatic Tumors,THE JOURNAL OF NUCLEAR MEDICINE,2026-01-26,67,1,113–118,10.2967/jnumed.125.270568,41266253,https://doi.org/10.2967/jnumed.125.270568,,,
RE01385,First-in-Human PET Imaging of Prostate Cancer Using [68Ga]Ga-AZ-093 and Its Nitroimidazole-Conjugated Derivative [68Ga]Ga-AZ-NI-093,Journal of Nuclear Medicine,2025-11-20,,,,10.2967/jnumed.125.270703,41266250,https://doi.org/10.2967/jnumed.125.270703,,,
RE01386,Radiolabeling of CHX-A99-DTPA-Antibody Conjugates with [89Zr]ZrCl4,THE JOURNAL OF NUCLEAR MEDICINE,2026-01-26,67,1,132–138,10.2967/jnumed.125.270508,41266248,https://doi.org/10.2967/jnumed.125.270508,,,
RE01387,Imaging CDK4/6 Broaden Options of Breast Cancer Diagnostics with Positron Emission Tomography,Journal of Medicinal Chemistry,2025-02-13,68,,4635−4649,10.1021/acs.jmedchem.4c02672,39945599,https://doi.org/10.1021/acs.jmedchem.4c02672,,,
